EREIGNISJAHR_N;Bezirk;GESCHLECHT_CD_T;alt7;anzTF
2015;104;M;19;23
2015;104;M;20;2
2015;105;F;1;3
2015;105;F;9;1
2015;105;F;10;4
2015;105;F;11;5
2015;105;F;12;7
2015;105;F;13;14
2015;105;F;14;11
2015;105;F;15;24
2015;105;F;16;21
2015;105;F;17;51
2015;105;F;18;67
2015;105;F;19;59
2015;105;F;20;27
2015;105;M;1;2
2015;105;M;4;1
2015;105;M;5;4
2015;105;M;6;4
2015;105;M;7;2
2015;105;M;8;2
2015;105;M;9;3
2015;105;M;10;13
2015;105;M;11;12
2015;105;M;12;13
2015;105;M;13;11
2015;105;M;14;29
2015;105;M;15;26
2015;105;M;16;44
2015;105;M;17;69
2015;105;M;18;59
2015;105;M;19;37
2015;105;M;20;18
2015;106;F;1;1
2015;106;F;7;1
2015;106;F;8;3
2015;106;F;9;3
2015;106;F;10;2
2015;106;F;11;7
2015;106;F;12;12
2015;106;F;13;16
2015;106;F;14;27
2015;106;F;15;30
2015;106;F;16;44
2015;106;F;17;67
2015;106;F;18;117
2015;106;F;19;97
2015;106;F;20;63
2015;106;M;1;5
2015;106;M;4;1
2015;106;M;5;1
2015;106;M;6;2
2015;106;M;7;1
2015;106;M;8;1
2015;106;M;9;5
2015;106;M;10;7
2015;106;M;11;8
2015;106;M;12;21
2015;106;M;13;24
2015;106;M;14;30
2015;106;M;15;54
2015;106;M;16;62
2015;106;M;17;71
2015;106;M;18;83
2015;106;M;19;50
2015;106;M;20;26
2015;107;F;1;1
2015;107;F;3;1
2015;107;F;8;2
2015;107;F;9;1
2015;107;F;10;1
2015;107;F;11;5
2015;107;F;12;10
2015;107;F;13;14
2015;107;F;14;21
2015;107;F;15;29
2015;107;F;16;48
2015;107;F;17;66
2015;107;F;18;111
2015;107;F;19;110
2015;107;F;20;45
2015;107;M;1;1
2015;107;M;4;2
2015;107;M;5;2
2015;107;M;6;1
2015;107;M;7;2
2015;107;M;8;3
2015;107;M;9;1
2015;107;M;10;6
2015;107;M;11;13
2015;107;M;12;13
2015;107;M;13;13
2015;107;M;14;23
2015;107;M;15;35
2015;107;M;16;46
2015;107;M;17;84
2015;107;M;18;91
2015;107;M;19;58
2015;107;M;20;21
2015;108;F;1;2
2015;108;F;7;1
2015;108;F;10;3
2015;108;F;12;6
2015;108;F;13;6
2015;108;F;14;15
2015;108;F;15;17
2015;108;F;16;20
2015;108;F;17;27
2015;108;F;18;42
2015;108;F;19;37
2015;108;F;20;21
2015;108;M;5;1
2015;108;M;8;1
2015;108;M;9;2
2015;108;M;10;4
2015;108;M;11;2
2015;108;M;12;9
2015;108;M;13;12
2015;108;M;14;20
2015;108;M;15;28
2015;108;M;16;37
2015;108;M;17;30
2015;108;M;18;32
2015;108;M;19;22
2015;108;M;20;6
2015;109;F;1;1
2015;109;F;7;2
2015;109;F;8;2
2015;109;F;9;5
2015;109;F;10;4
2015;109;F;11;9
2015;109;F;12;13
2015;109;F;13;16
2015;109;F;14;29
2015;109;F;15;38
2015;109;F;16;38
2015;109;F;17;63
2015;109;F;18;91
2015;109;F;19;74
2015;109;F;20;24
2015;109;M;1;3
2015;109;M;4;1
2015;109;M;7;1
2015;109;M;8;7
2015;109;M;9;7
2015;109;M;10;17
2015;109;M;11;12
2015;109;M;12;14
2015;109;M;13;29
2015;109;M;14;29
2015;109;M;15;57
2015;109;M;16;53
2015;109;M;17;77
2015;109;M;18;69
2015;109;M;19;46
2015;109;M;20;11
2015;110;F;5;2
2015;110;F;6;1
2015;110;F;7;2
2015;110;F;8;3
2015;110;F;9;6
2015;110;F;10;10
2015;110;F;11;11
2015;110;F;12;15
2015;110;F;13;17
2015;110;F;14;34
2015;110;F;15;47
2015;110;F;16;66
2015;110;F;17;127
2015;110;F;18;141
2015;110;F;19;135
2015;110;F;20;57
2015;110;M;1;5
2015;110;M;2;1
2015;110;M;5;1
2015;110;M;6;1
2015;110;M;7;2
2015;110;M;8;4
2015;110;M;9;3
2015;110;M;10;7
2015;110;M;11;20
2015;110;M;12;24
2015;110;M;13;30
2015;110;M;14;45
2015;110;M;15;69
2015;110;M;16;73
2015;110;M;17;100
2015;110;M;18;114
2015;110;M;19;81
2015;110;M;20;17
2015;111;F;1;5
2015;111;F;9;3
2015;111;F;10;5
2015;111;F;11;6
2015;111;F;12;7
2015;111;F;13;8
2015;111;F;14;14
2015;111;F;15;24
2015;111;F;16;34
2015;111;F;17;43
2015;111;F;18;56
2015;111;F;19;77
2015;111;F;20;16
2015;111;M;1;2
2015;111;M;2;1
2015;111;M;5;2
2015;111;M;6;1
2015;111;M;9;1
2015;111;M;10;8
2015;111;M;11;7
2015;111;M;12;12
2015;111;M;13;14
2015;111;M;14;22
2015;111;M;15;44
2015;111;M;16;36
2015;111;M;17;59
2015;111;M;18;62
2015;111;M;19;34
2015;111;M;20;11
2015;112;F;1;6
2015;112;F;2;1
2015;112;F;4;1
2015;112;F;5;3
2015;112;F;6;2
2015;112;F;7;6
2015;112;F;8;8
2015;112;F;9;9
2015;112;F;10;24
2015;112;F;11;26
2015;112;F;12;37
2015;112;F;13;54
2015;112;F;14;80
2015;112;F;15;95
2015;112;F;16;156
2015;112;F;17;283
2015;112;F;18;443
2015;112;F;19;508
2015;112;F;20;255
2015;112;M;1;15
2015;112;M;2;1
2015;112;M;4;1
2015;112;M;5;3
2015;112;M;6;11
2015;112;M;7;11
2015;112;M;8;8
2015;112;M;9;21
2015;112;M;10;36
2015;112;M;11;43
2015;112;M;12;54
2015;112;M;13;70
2015;112;M;14;99
2015;112;M;15;142
2015;112;M;16;193
2015;112;M;17;256
2015;112;M;18;287
2015;112;M;19;211
2015;112;M;20;73
2015;241;F;1;1
2015;241;F;7;1
2015;241;F;9;2
2015;241;F;10;3
2015;241;F;11;2
2015;241;F;12;7
2015;241;F;13;14
2015;241;F;14;12
2015;241;F;15;20
2015;241;F;16;25
2015;241;F;17;43
2015;241;F;18;65
2015;241;F;19;58
2015;241;F;20;30
2015;241;M;1;1
2015;241;M;2;1
2015;241;M;4;1
2015;241;M;6;2
2015;241;M;8;1
2015;241;M;10;4
2015;241;M;11;1
2015;241;M;12;11
2015;241;M;13;15
2015;241;M;14;18
2015;241;M;15;31
2015;241;M;16;43
2015;241;M;17;42
2015;241;M;18;50
2015;241;M;19;31
2015;241;M;20;13
2015;242;F;1;2
2015;242;F;8;1
2015;242;F;9;1
2015;242;F;10;7
2015;242;F;11;3
2015;242;F;12;11
2015;242;F;13;13
2015;242;F;14;20
2015;242;F;15;30
2015;242;F;16;52
2015;242;F;17;85
2015;242;F;18;119
2015;242;F;19;121
2015;242;F;20;62
2015;242;M;1;4
2015;242;M;4;1
2015;242;M;5;1
2015;242;M;6;1
2015;242;M;7;3
2015;242;M;8;1
2015;242;M;9;8
2015;242;M;10;10
2015;242;M;11;16
2015;242;M;12;19
2015;242;M;13;31
2015;242;M;14;38
2015;242;M;15;45
2015;242;M;16;73
2015;242;M;17;89
2015;242;M;18;90
2015;242;M;19;62
2015;242;M;20;18
2015;243;F;6;1
2015;243;F;8;1
2015;243;F;10;6
2015;243;F;11;2
2015;243;F;12;8
2015;243;F;13;15
2015;243;F;14;13
2015;243;F;15;18
2015;243;F;16;23
2015;243;F;17;62
2015;243;F;18;74
2015;243;F;19;61
2015;243;F;20;20
2015;243;M;1;1
2015;243;M;6;1
2015;243;M;8;4
2015;243;M;9;3
2015;243;M;10;4
2015;243;M;11;10
2015;243;M;12;11
2015;243;M;13;28
2015;243;M;14;27
2015;243;M;15;31
2015;243;M;16;34
2015;243;M;17;53
2015;243;M;18;55
2015;243;M;19;29
2015;243;M;20;4
2015;244;F;9;2
2015;244;F;10;4
2015;244;F;11;9
2015;244;F;12;9
2015;244;F;13;12
2015;244;F;14;20
2015;244;F;15;20
2015;244;F;16;32
2015;244;F;17;54
2015;244;F;18;80
2015;244;F;19;90
2015;244;F;20;32
2015;244;M;1;6
2015;244;M;4;1
2015;244;M;5;2
2015;244;M;9;2
2015;244;M;10;7
2015;244;M;11;3
2015;244;M;12;16
2015;244;M;13;15
2015;244;M;14;37
2015;244;M;15;32
2015;244;M;16;52
2015;244;M;17;60
2015;244;M;18;78
2015;244;M;19;54
2015;244;M;20;11
2015;245;F;1;2
2015;245;F;3;1
2015;245;F;5;1
2015;245;F;6;3
2015;245;F;7;1
2015;245;F;9;1
2015;245;F;10;4
2015;245;F;11;9
2015;245;F;12;12
2015;245;F;13;8
2015;245;F;14;19
2015;245;F;15;21
2015;245;F;16;43
2015;245;F;17;64
2015;245;F;18;105
2015;245;F;19;120
2015;245;F;20;48
2015;245;M;1;2
2015;245;M;4;2
2015;245;M;5;2
2015;245;M;6;2
2015;245;M;7;1
2015;245;M;8;1
2015;245;M;9;5
2015;245;M;10;8
2015;245;M;11;10
2015;245;M;12;18
2015;245;M;13;27
2015;245;M;14;24
2015;245;M;15;41
2015;245;M;16;47
2015;245;M;17;74
2015;245;M;18;75
2015;245;M;19;53
2015;245;M;20;17
2015;246;F;1;8
2015;246;F;2;2
2015;246;F;4;2
2015;246;F;5;2
2015;246;F;6;1
2015;246;F;7;2
2015;246;F;8;3
2015;246;F;9;8
2015;246;F;10;21
2015;246;F;11;38
2015;246;F;12;27
2015;246;F;13;52
2015;246;F;14;71
2015;246;F;15;139
2015;246;F;16;150
2015;246;F;17;282
2015;246;F;18;479
2015;246;F;19;474
2015;246;F;20;234
2015;246;M;1;12
2015;246;M;2;3
2015;246;M;4;1
2015;246;M;5;4
2015;246;M;6;5
2015;246;M;7;9
2015;246;M;8;3
2015;246;M;9;15
2015;246;M;10;19
2015;246;M;11;46
2015;246;M;12;62
2015;246;M;13;95
2015;246;M;14;132
2015;246;M;15;171
2015;246;M;16;210
2015;246;M;17;292
2015;246;M;18;296
2015;246;M;19;235
2015;246;M;20;69
2015;247;F;1;2
2015;247;F;5;3
2015;247;F;6;2
2015;247;F;8;2
2015;247;F;9;2
2015;247;F;10;5
2015;247;F;11;10
2015;247;F;12;15
2015;247;F;13;17
2015;247;F;14;24
2015;247;F;15;33
2015;247;F;16;50
2015;247;F;17;92
2015;247;F;18;128
2015;247;F;19;139
2015;247;F;20;69
2015;247;M;1;4
2015;247;M;4;2
2015;247;M;5;4
2015;247;M;6;3
2015;247;M;7;1
2015;247;M;8;2
2015;247;M;9;3
2015;247;M;10;11
2015;247;M;11;15
2015;247;M;12;23
2015;247;M;13;25
2015;247;M;14;40
2015;247;M;15;54
2015;247;M;16;63
2015;247;M;17;84
2015;247;M;18;90
2015;247;M;19;77
2015;247;M;20;30
2015;248;F;4;1
2015;248;F;8;1
2015;248;F;10;2
2015;248;F;11;2
2015;248;F;12;1
2015;248;F;13;2
2015;248;F;14;2
2015;248;F;15;6
2015;248;F;16;6
2015;248;F;17;14
2015;248;F;18;18
2015;248;F;19;18
2015;248;F;20;14
2015;248;M;7;2
2015;248;M;9;1
2015;248;M;11;1
2015;248;M;12;2
2015;248;M;13;1
2015;248;M;14;6
2015;248;M;15;4
2015;248;M;16;8
2015;248;M;17;13
2015;248;M;18;17
2015;248;M;19;11
2015;248;M;20;2
2015;249;F;9;1
2015;249;F;10;2
2015;249;F;11;1
2015;249;F;12;6
2015;249;F;13;4
2015;249;F;14;5
2015;249;F;15;6
2015;249;F;16;21
2015;249;F;17;23
2015;249;F;18;50
2015;249;F;19;44
2015;249;F;20;25
2015;249;M;5;1
2015;249;M;6;1
2015;249;M;7;2
2015;249;M;9;1
2015;249;M;10;4
2015;249;M;11;8
2015;249;M;12;14
2015;249;M;13;12
2015;249;M;14;13
2015;249;M;15;22
2015;249;M;16;24
2015;249;M;17;30
2015;249;M;18;37
2015;249;M;19;23
2015;249;M;20;4
2015;250;F;8;1
2015;250;F;11;4
2015;250;F;12;6
2015;250;F;13;6
2015;250;F;14;7
2015;250;F;15;15
2015;250;F;16;17
2015;250;F;17;32
2015;250;F;18;55
2015;250;F;19;53
2015;250;F;20;25
2015;250;M;4;1
2015;250;M;5;1
2015;250;M;7;4
2015;250;M;8;1
2015;250;M;9;1
2015;250;M;10;2
2015;250;M;11;9
2015;250;M;12;12
2015;250;M;13;12
2015;250;M;14;17
2015;250;M;15;26
2015;250;M;16;29
2015;250;M;17;44
2015;250;M;18;36
2015;250;M;19;20
2015;250;M;20;17
2015;311;F;1;2
2015;311;F;5;1
2015;311;F;8;2
2015;311;F;9;4
2015;311;F;10;2
2015;311;F;11;3
2015;311;F;12;7
2015;311;F;13;9
2015;311;F;14;16
2015;311;F;15;29
2015;311;F;16;44
2015;311;F;17;65
2015;311;F;18;109
2015;311;F;19;107
2015;311;F;20;55
2015;311;M;1;3
2015;311;M;5;1
2015;311;M;7;5
2015;311;M;8;2
2015;311;M;9;3
2015;311;M;10;10
2015;311;M;11;10
2015;311;M;12;13
2015;311;M;13;22
2015;311;M;14;20
2015;311;M;15;39
2015;311;M;16;53
2015;311;M;17;64
2015;311;M;18;73
2015;311;M;19;40
2015;311;M;20;18
2015;312;F;1;4
2015;312;F;7;1
2015;312;F;8;1
2015;312;F;9;1
2015;312;F;10;4
2015;312;F;11;6
2015;312;F;12;9
2015;312;F;13;14
2015;312;F;14;17
2015;312;F;15;15
2015;312;F;16;34
2015;312;F;17;67
2015;312;F;18;89
2015;312;F;19;74
2015;312;F;20;33
2015;312;M;1;1
2015;312;M;3;1
2015;312;M;4;1
2015;312;M;5;2
2015;312;M;6;1
2015;312;M;7;1
2015;312;M;8;2
2015;312;M;9;7
2015;312;M;10;7
2015;312;M;11;14
2015;312;M;12;11
2015;312;M;13;12
2015;312;M;14;24
2015;312;M;15;41
2015;312;M;16;39
2015;312;M;17;71
2015;312;M;18;92
2015;312;M;19;43
2015;312;M;20;9
2015;313;F;1;2
2015;313;F;6;1
2015;313;F;9;1
2015;313;F;10;2
2015;313;F;11;5
2015;313;F;12;12
2015;313;F;13;5
2015;313;F;14;14
2015;313;F;15;16
2015;313;F;16;22
2015;313;F;17;49
2015;313;F;18;53
2015;313;F;19;45
2015;313;F;20;11
2015;313;M;1;1
2015;313;M;2;1
2015;313;M;5;3
2015;313;M;7;3
2015;313;M;9;1
2015;313;M;10;5
2015;313;M;11;3
2015;313;M;12;9
2015;313;M;13;17
2015;313;M;14;10
2015;313;M;15;29
2015;313;M;16;35
2015;313;M;17;42
2015;313;M;18;40
2015;313;M;19;20
2015;313;M;20;6
2015;314;F;7;1
2015;314;F;8;1
2015;314;F;10;1
2015;314;F;11;7
2015;314;F;12;3
2015;314;F;13;8
2015;314;F;14;10
2015;314;F;15;16
2015;314;F;16;21
2015;314;F;17;32
2015;314;F;18;55
2015;314;F;19;50
2015;314;F;20;10
2015;314;M;1;3
2015;314;M;4;1
2015;314;M;8;3
2015;314;M;9;4
2015;314;M;10;2
2015;314;M;11;6
2015;314;M;12;16
2015;314;M;13;21
2015;314;M;14;18
2015;314;M;15;22
2015;314;M;16;18
2015;314;M;17;41
2015;314;M;18;34
2015;314;M;19;18
2015;314;M;20;7
2015;315;F;1;1
2015;315;F;6;1
2015;315;F;9;1
2015;315;F;10;3
2015;315;F;11;3
2015;315;F;12;2
2015;315;F;13;10
2015;315;F;14;6
2015;315;F;15;17
2015;315;F;16;23
2015;315;F;17;41
2015;315;F;18;52
2015;315;F;19;41
2015;315;F;20;22
2015;315;M;1;1
2015;315;M;4;1
2015;315;M;5;1
2015;315;M;6;1
2015;315;M;7;1
2015;315;M;9;4
2015;315;M;10;3
2015;315;M;11;7
2015;315;M;12;9
2015;315;M;13;15
2015;315;M;14;18
2015;315;M;15;20
2015;315;M;16;30
2015;315;M;17;32
2015;315;M;18;37
2015;315;M;19;23
2015;315;M;20;4
2015;316;F;1;2
2015;316;F;6;1
2015;316;F;9;1
2015;316;F;11;1
2015;316;F;12;1
2015;316;F;13;5
2015;316;F;14;3
2015;316;F;15;5
2015;316;F;16;6
2015;316;F;17;14
2015;316;F;18;32
2015;316;F;19;19
2015;316;F;20;9
2015;316;M;10;1
2015;316;M;11;3
2015;316;M;12;3
2015;316;M;13;1
2015;316;M;14;7
2015;316;M;15;13
2015;316;M;16;14
2015;316;M;17;30
2015;316;M;18;22
2015;316;M;19;11
2015;316;M;20;4
2015;400;F;7;1
2015;400;F;8;1
2015;400;F;11;3
2015;400;F;12;3
2015;400;F;13;6
2015;400;F;14;9
2015;400;F;15;17
2015;400;F;16;23
2015;400;F;17;37
2015;400;F;18;36
2015;400;F;19;39
2015;400;F;20;13
2015;400;M;4;1
2015;400;M;5;2
2015;400;M;8;3
2015;400;M;9;2
2015;400;M;10;1
2015;400;M;11;6
2015;400;M;12;6
2015;400;M;13;13
2015;400;M;14;15
2015;400;M;15;8
2015;400;M;16;22
2015;400;M;17;31
2015;400;M;18;31
2015;400;M;19;23
2015;400;M;20;15
2015;501;F;1;1
2015;501;F;4;1
2015;501;F;5;1
2015;501;F;12;4
2015;501;F;13;1
2015;501;F;14;2
2015;501;F;15;6
2015;501;F;16;8
2015;501;F;17;5
2015;501;F;18;17
2015;501;F;19;15
2015;501;F;20;4
2015;501;M;8;1
2015;501;M;9;1
2015;501;M;10;2
2015;501;M;11;1
2015;501;M;12;5
2015;501;M;13;7
2015;501;M;14;4
2015;501;M;15;7
2015;501;M;16;12
2015;501;M;17;11
2015;501;M;18;12
2015;501;M;19;3
2015;501;M;20;1
2015;502;F;15;1
2015;502;F;17;4
2015;502;F;18;1
2015;502;F;19;1
2015;502;F;20;2
2015;502;M;11;1
2015;502;M;13;3
2015;502;M;14;2
2015;502;M;16;1
2015;502;M;17;2
2015;502;M;18;4
2015;502;M;19;1
2015;502;M;20;1
2015;503;F;11;3
2015;503;F;12;4
2015;503;F;13;2
2015;503;F;14;6
2015;503;F;15;4
2015;503;F;16;9
2015;503;F;17;11
2015;503;F;18;17
2015;503;F;19;21
2015;503;F;20;8
2015;503;M;1;2
2015;503;M;8;1
2015;503;M;9;3
2015;503;M;10;2
2015;503;M;11;4
2015;503;M;12;5
2015;503;M;13;4
2015;503;M;14;16
2015;503;M;15;14
2015;503;M;16;18
2015;503;M;17;14
2015;503;M;18;14
2015;503;M;19;13
2015;503;M;20;7
2015;504;F;1;1
2015;504;F;10;1
2015;504;F;12;1
2015;504;F;13;1
2015;504;F;14;3
2015;504;F;15;1
2015;504;F;16;4
2015;504;F;17;8
2015;504;F;18;7
2015;504;F;19;8
2015;504;F;20;3
2015;504;M;1;2
2015;504;M;10;1
2015;504;M;12;1
2015;504;M;13;2
2015;504;M;14;3
2015;504;M;15;8
2015;504;M;16;9
2015;504;M;17;11
2015;504;M;18;9
2015;504;M;19;11
2015;504;M;20;3
2015;505;F;1;1
2015;505;F;4;1
2015;505;F;7;1
2015;505;F;9;1
2015;505;F;10;2
2015;505;F;11;6
2015;505;F;12;4
2015;505;F;13;8
2015;505;F;14;7
2015;505;F;15;12
2015;505;F;16;14
2015;505;F;17;20
2015;505;F;18;28
2015;505;F;19;18
2015;505;F;20;7
2015;505;M;1;1
2015;505;M;6;1
2015;505;M;8;2
2015;505;M;9;4
2015;505;M;11;5
2015;505;M;12;9
2015;505;M;13;16
2015;505;M;14;15
2015;505;M;15;22
2015;505;M;16;11
2015;505;M;17;22
2015;505;M;18;19
2015;505;M;19;11
2015;505;M;20;3
2015;506;F;3;2
2015;506;F;8;2
2015;506;F;10;4
2015;506;F;11;3
2015;506;F;12;3
2015;506;F;13;2
2015;506;F;14;8
2015;506;F;15;10
2015;506;F;16;29
2015;506;F;17;33
2015;506;F;18;56
2015;506;F;19;50
2015;506;F;20;21
2015;506;M;1;2
2015;506;M;5;1
2015;506;M;6;2
2015;506;M;7;1
2015;506;M;8;1
2015;506;M;9;3
2015;506;M;10;3
2015;506;M;11;7
2015;506;M;12;7
2015;506;M;13;6
2015;506;M;14;20
2015;506;M;15;26
2015;506;M;16;27
2015;506;M;17;33
2015;506;M;18;38
2015;506;M;19;24
2015;506;M;20;6
2015;600;F;7;1
2015;600;F;9;1
2015;600;F;11;4
2015;600;F;12;2
2015;600;F;13;3
2015;600;F;14;3
2015;600;F;15;9
2015;600;F;16;6
2015;600;F;17;31
2015;600;F;18;26
2015;600;F;19;24
2015;600;F;20;17
2015;600;M;3;1
2015;600;M;5;1
2015;600;M;6;3
2015;600;M;7;1
2015;600;M;8;1
2015;600;M;9;3
2015;600;M;11;3
2015;600;M;12;4
2015;600;M;13;9
2015;600;M;14;7
2015;600;M;15;12
2015;600;M;16;16
2015;600;M;17;20
2015;600;M;18;29
2015;600;M;19;21
2015;600;M;20;11
2015;700;F;1;1
2015;700;F;10;1
2015;700;F;11;2
2015;700;F;12;4
2015;700;F;13;5
2015;700;F;14;7
2015;700;F;15;3
2015;700;F;16;6
2015;700;F;17;25
2015;700;F;18;36
2015;700;F;19;37
2015;700;F;20;15
2015;700;M;6;1
2015;700;M;8;1
2015;700;M;9;1
2015;700;M;10;1
2015;700;M;11;3
2015;700;M;12;8
2015;700;M;13;9
2015;700;M;14;13
2015;700;M;15;14
2015;700;M;16;22
2015;700;M;17;25
2015;700;M;18;34
2015;700;M;19;19
2015;700;M;20;9
2015;800;F;9;1
2015;800;F;10;3
2015;800;F;11;3
2015;800;F;12;6
2015;800;F;13;7
2015;800;F;14;7
2015;800;F;15;11
2015;800;F;16;18
2015;800;F;17;33
2015;800;F;18;52
2015;800;F;19;40
2015;800;F;20;14
2015;800;M;4;1
2015;800;M;6;1
2015;800;M;8;2
2015;800;M;10;5
2015;800;M;11;4
2015;800;M;12;3
2015;800;M;13;10
2015;800;M;14;16
2015;800;M;15;17
2015;800;M;16;20
2015;800;M;17;34
2015;800;M;18;25
2015;800;M;19;11
2015;800;M;20;5
2015;900;F;1;2
2015;900;F;3;1
2015;900;F;7;3
2015;900;F;8;2
2015;900;F;10;4
2015;900;F;11;8
2015;900;F;12;9
2015;900;F;13;14
2015;900;F;14;12
2015;900;F;15;31
2015;900;F;16;34
2015;900;F;17;57
2015;900;F;18;86
2015;900;F;19;90
2015;900;F;20;39
2015;900;M;1;4
2015;900;M;2;1
2015;900;M;3;1
2015;900;M;5;1
2015;900;M;6;4
2015;900;M;7;1
2015;900;M;8;2
2015;900;M;9;2
2015;900;M;10;7
2015;900;M;11;8
2015;900;M;12;15
2015;900;M;13;22
2015;900;M;14;29
2015;900;M;15;38
2015;900;M;16;40
2015;900;M;17;65
2015;900;M;18;56
2015;900;M;19;34
2015;900;M;20;9
2015;1001;F;1;1
2015;1001;F;2;1
2015;1001;F;7;1
2015;1001;F;8;2
2015;1001;F;9;1
2015;1001;F;12;1
2015;1001;F;13;2
2015;1001;F;14;4
2015;1001;F;15;7
2015;1001;F;16;9
2015;1001;F;17;12
2015;1001;F;18;24
2015;1001;F;19;17
2015;1001;F;20;1
2015;1001;M;1;1
2015;1001;M;5;1
2015;1001;M;6;1
2015;1001;M;8;1
2015;1001;M;10;2
2015;1001;M;11;3
2015;1001;M;12;10
2015;1001;M;13;3
2015;1001;M;14;8
2015;1001;M;15;14
2015;1001;M;16;19
2015;1001;M;17;9
2015;1001;M;18;11
2015;1001;M;19;8
2015;1001;M;20;4
2015;1002;F;8;1
2015;1002;F;10;1
2015;1002;F;12;1
2015;1002;F;13;2
2015;1002;F;14;2
2015;1002;F;15;3
2015;1002;F;16;7
2015;1002;F;17;7
2015;1002;F;18;12
2015;1002;F;19;21
2015;1002;F;20;4
2015;1002;M;1;1
2015;1002;M;5;2
2015;1002;M;8;1
2015;1002;M;9;1
2015;1002;M;10;3
2015;1002;M;12;3
2015;1002;M;13;7
2015;1002;M;14;6
2015;1002;M;15;7
2015;1002;M;16;10
2015;1002;M;17;8
2015;1002;M;18;10
2015;1002;M;19;7
2015;1002;M;20;2
2015;1003;F;1;1
2015;1003;F;4;1
2015;1003;F;8;3
2015;1003;F;9;1
2015;1003;F;10;1
2015;1003;F;11;4
2015;1003;F;12;2
2015;1003;F;13;6
2015;1003;F;14;7
2015;1003;F;15;6
2015;1003;F;16;26
2015;1003;F;17;25
2015;1003;F;18;48
2015;1003;F;19;39
2015;1003;F;20;16
2015;1003;M;4;1
2015;1003;M;6;2
2015;1003;M;7;1
2015;1003;M;8;2
2015;1003;M;10;1
2015;1003;M;11;7
2015;1003;M;12;13
2015;1003;M;13;9
2015;1003;M;14;19
2015;1003;M;15;18
2015;1003;M;16;21
2015;1003;M;17;22
2015;1003;M;18;31
2015;1003;M;19;21
2015;1003;M;20;2
2015;1004;F;1;2
2015;1004;F;2;1
2015;1004;F;5;1
2015;1004;F;7;2
2015;1004;F;8;1
2015;1004;F;9;3
2015;1004;F;10;3
2015;1004;F;11;3
2015;1004;F;12;7
2015;1004;F;13;15
2015;1004;F;14;18
2015;1004;F;15;18
2015;1004;F;16;26
2015;1004;F;17;53
2015;1004;F;18;86
2015;1004;F;19;82
2015;1004;F;20;29
2015;1004;M;4;2
2015;1004;M;5;2
2015;1004;M;6;1
2015;1004;M;7;3
2015;1004;M;8;3
2015;1004;M;9;3
2015;1004;M;10;9
2015;1004;M;11;5
2015;1004;M;12;17
2015;1004;M;13;19
2015;1004;M;14;29
2015;1004;M;15;39
2015;1004;M;16;41
2015;1004;M;17;48
2015;1004;M;18;44
2015;1004;M;19;42
2015;1004;M;20;12
2015;1005;F;1;1
2015;1005;F;9;2
2015;1005;F;10;1
2015;1005;F;11;2
2015;1005;F;12;2
2015;1005;F;13;6
2015;1005;F;14;4
2015;1005;F;15;9
2015;1005;F;16;4
2015;1005;F;17;17
2015;1005;F;18;27
2015;1005;F;19;27
2015;1005;F;20;15
2015;1005;M;1;2
2015;1005;M;6;2
2015;1005;M;7;2
2015;1005;M;9;3
2015;1005;M;11;7
2015;1005;M;12;5
2015;1005;M;13;7
2015;1005;M;14;15
2015;1005;M;15;12
2015;1005;M;16;12
2015;1005;M;17;25
2015;1005;M;18;26
2015;1005;M;19;20
2015;1006;F;1;1
2015;1006;F;7;1
2015;1006;F;9;1
2015;1006;F;10;2
2015;1006;F;11;4
2015;1006;F;12;5
2015;1006;F;13;4
2015;1006;F;14;8
2015;1006;F;15;15
2015;1006;F;16;14
2015;1006;F;17;32
2015;1006;F;18;41
2015;1006;F;19;32
2015;1006;F;20;16
2015;1006;M;5;1
2015;1006;M;8;2
2015;1006;M;10;3
2015;1006;M;11;7
2015;1006;M;12;6
2015;1006;M;13;14
2015;1006;M;14;20
2015;1006;M;15;23
2015;1006;M;16;20
2015;1006;M;17;23
2015;1006;M;18;24
2015;1006;M;19;10
2015;1006;M;20;6
2015;1007;F;5;1
2015;1007;F;11;1
2015;1007;F;12;2
2015;1007;F;13;3
2015;1007;F;14;3
2015;1007;F;15;3
2015;1007;F;16;5
2015;1007;F;17;8
2015;1007;F;18;10
2015;1007;F;19;9
2015;1007;F;20;3
2015;1007;M;1;1
2015;1007;M;4;1
2015;1007;M;5;1
2015;1007;M;6;1
2015;1007;M;11;3
2015;1007;M;12;2
2015;1007;M;13;6
2015;1007;M;14;6
2015;1007;M;15;9
2015;1007;M;16;6
2015;1007;M;17;12
2015;1007;M;18;9
2015;1007;M;19;9
2015;1007;M;20;1
2015;1101;F;1;1
2015;1101;F;11;2
2015;1101;F;12;1
2015;1101;F;13;3
2015;1101;F;14;5
2015;1101;F;15;5
2015;1101;F;16;6
2015;1101;F;17;14
2015;1101;F;18;17
2015;1101;F;19;11
2015;1101;F;20;8
2015;1101;M;1;1
2015;1101;M;7;2
2015;1101;M;11;2
2015;1101;M;12;8
2015;1101;M;13;9
2015;1101;M;14;11
2015;1101;M;15;7
2015;1101;M;16;6
2015;1101;M;17;10
2015;1101;M;18;14
2015;1101;M;19;2
2015;1101;M;20;2
2015;1102;F;9;2
2015;1102;F;11;1
2015;1102;F;12;2
2015;1102;F;13;2
2015;1102;F;14;5
2015;1102;F;15;3
2015;1102;F;16;8
